page,pageRow,drugName,company,drugCode,formPay,classEffect,kind,substituteEtc,componentCode,sourcePdf,sourcePrintedAt
8,18,리브락스정,한국로슈,G11400081,내복약품 삭제,정신신경용제,전문,,A0041602,약품기본정보.pdf,2026-06-26
8,19,리브락스정,고려제약,G17000021,내복약품 삭제,정신신경용제,전문,,255800ATB,약품기본정보.pdf,2026-06-26
8,20,리브락스정_(1정),고려제약(주),642800500,내복약품 급여,정신신경용제,전문,,255800ATB,약품기본정보.pdf,2026-06-26
8,21,리제정10밀리그람(클로티아제팜)_,(주)대웅제약,641601210,내복약품비급여,정신신경용제,전문,,137301ATB,약품기본정보.pdf,2026-06-26
8,22,리제정10mg,대웅제약,G07000041,내복약품 삭제,정신신경용제,전문,,137301ATB,약품기본정보.pdf,2026-06-26
8,23,리제정5밀리그람(클로티아제팜)_(5(주)대웅제약,,641601220,내복약품비급여,정신신경용제,전문,,137302ATB,약품기본정보.pdf,2026-06-26
8,24,리제정5밀리그램(클로티아제팜)_(5(주)대웅제약,,641601230,내복약품 삭제,정신신경용제,전문,가능,137302ATB,약품기본정보.pdf,2026-06-26
8,25,리제정5mg,대웅제약,G07000031,내복약품 삭제,정신신경용제,전문,가능,137302ATB,약품기본정보.pdf,2026-06-26
9,4,마자놀정(마진돌)_(1mg/1정),광동제약(주),641801570,내복약품비급여,자율신경제,전문,,551401ATB,약품기본정보.pdf,2026-06-26
9,5,맥널티 투씬디엠 시럽(수출용),한국맥널티(주),641501120,내복약품비급여,의 호흡기관,전문,,557700ASY,약품기본정보.pdf,2026-06-26
9,6,맥널티 투씬디엠 시럽(수출용),한국맥널티(주),641501410,내복약품비급여,의 호흡기관,전문,,557700ASY,약품기본정보.pdf,2026-06-26
9,7,맥스콜정,인바이오넷,G09600011,내복약품 삭제,진통， 소,전문,,462600ATB,약품기본정보.pdf,2026-06-26
9,8,메디반주,한올제약,G07900051,주사약품 삭제,정신신경용제,전문,,B0122401,약품기본정보.pdf,2026-06-26
9,9,메디키넷리타드캡슐10mg(메틸페니명인제약(주),,651903650,내복약품 급여,성제， 흥분,전문,가능,193201ACR,약품기본정보.pdf,2026-06-26
9,10,메디키넷리타드캡슐20mg(메틸페니명인제약(주),,651903670,내복약품 급여,성제， 흥분,전문,가능,193205ACR,약품기본정보.pdf,2026-06-26
9,11,메디키넷리타드캡슐30mg(메틸페니명인제약(주),,651903660,내복약품 급여,성제， 흥분,전문,가능,193207ACR,약품기본정보.pdf,2026-06-26
9,12,메디키넷리타드캡슐40mg(메틸페니명인제약(주),,651903640,내복약품 급여,성제， 흥분,전문,가능,193208ACR,약품기본정보.pdf,2026-06-26
9,13,메디키넷리타드캡슐5mg(메틸페니데명인제약(주),,651903630,내복약품 급여,성제， 흥분,전문,가능,193202ACR,약품기본정보.pdf,2026-06-26
9,14,메로드정2밀리그람(디아제팜),동화약품(주),642701390,내복약품 삭제,정신신경용제,전문,가능,142902ATB,약품기본정보.pdf,2026-06-26
9,15,메로드정2mg,동화약품공업,G00700081,내복약품 삭제,정신신경용제,전문,가능,142902ATB,약품기본정보.pdf,2026-06-26
9,16,메로드정5밀리그람(디아제팜),동화약품(주),642701400,내복약품 삭제,정신신경용제,전문,가능,142903ATB,약품기본정보.pdf,2026-06-26
9,17,메로드정5mg,동화약품공업,G00700051,내복약품 삭제,정신신경용제,전문,가능,142903ATB,약품기본정보.pdf,2026-06-26
9,18,메로드주사액,동화약품공업,G00700071,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
9,19,메로드주사액(디아제팜),동화약품(주),642701410,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
9,20,메로드주사액(디아제팜)_(10mg/2mL동화약품(주),,642701411,주사약품 삭제,정신신경용제,전문,,142930BIJ,약품기본정보.pdf,2026-06-26
9,21,메리움세립(멕사졸람),한화제약(주),651600180,내복약품비급여,정신신경용제,전문,,194202APD,약품기본정보.pdf,2026-06-26
9,22,메리움정0.5밀리그람(멕사졸람)_(0한화제약(주),,651600190,내복약품 삭제,정신신경용제,전문,가능,194201ATB,약품기본정보.pdf,2026-06-26
9,23,메리움정0.5mg,한화제약,G14800051,내복약품 삭제,정신신경용제,전문,가능,194201ATB,약품기본정보.pdf,2026-06-26
9,24,메리움정1밀리그람(멕사졸람),한화제약(주),651600200,내복약품 삭제,정신신경용제,전문,가능,194202ATB,약품기본정보.pdf,2026-06-26
9,25,메리움정1mg,한화제약,G14800061,내복약품 삭제,정신신경용제,전문,가능,194202ATB,약품기본정보.pdf,2026-06-26
9,26,메칠펜정,SK케미칼,G04800041,내복약품 삭제,성제， 흥분,전문,가능,193201ATB,약품기본정보.pdf,2026-06-26
10,1,메칠펜정(메틸페니데이트염산염),에스케이케미칼(주,644700580,내복약품 삭제,성제， 흥분,전문,가능,193201ATB,약품기본정보.pdf,2026-06-26
10,2,메타데이트CD서방캡슐,환인제약,G02500021,내복약품 삭제,성제， 흥분,전문,가능,193205ACR,약품기본정보.pdf,2026-06-26
10,3,메타데이트CD서방캡슐10밀리그램(,환인제약(주),657200260,내복약품 삭제,성제， 흥분,전문,가능,193201ACR,약품기본정보.pdf,2026-06-26
10,4,메타데이트CD서방캡슐10mg,환인제약,M00250031,내복약품 삭제,성제， 흥분,전문,가능,193201ACR,약품기본정보.pdf,2026-06-26
10,5,메타데이트CD서방캡슐20밀리그램(,환인제약(주),657200270,내복약품 삭제,성제， 흥분,전문,가능,193205ACR,약품기본정보.pdf,2026-06-26
10,6,메타데이트CD서방캡슐30밀리그램(,환인제약(주),657200280,내복약품 삭제,성제， 흥분,전문,가능,193207ACR,약품기본정보.pdf,2026-06-26
10,7,메타데이트CD서방캡슐30mg,환인제약,M00250041,내복약품 삭제,성제， 흥분,전문,가능,193207ACR,약품기본정보.pdf,2026-06-26
10,8,메타맥스정(염산펜터민)_(37.5mg/,구주제약(주),669801040,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
10,9,메페린정,휴온스,C07000111,내복약품 삭제,성제， 흥분,전문,가능,193201ATB,약품기본정보.pdf,2026-06-26
10,10,메페린정(메틸페니데이트염산염),(주)휴온스,670600830,내복약품비급여,성제， 흥분,전문,,193201ATB,약품기본정보.pdf,2026-06-26
10,11,명문디아제팜정2밀리그람,명문제약(주),649800880,내복약품비급여,정신신경용제,전문,,142902ATB,약품기본정보.pdf,2026-06-26
10,12,명문디아제팜정2mg,명문제약,G03700061,내복약품비급여,정신신경용제,전문,,142902ATB,약품기본정보.pdf,2026-06-26
10,13,명문디아제팜정5밀리그람,명문제약(주),649800890,내복약품비급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
10,14,명문디아제팜정5mg,명문제약,G03700071,내복약품비급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
10,15,명문디아제팜주사5밀리그람/밀리리명문제약(주),,649800900,주사약품비급여,정신신경용제,전문,,142903BIJ,약품기본정보.pdf,2026-06-26
10,16,명문알프라졸람정0.25밀리그램_(0,명문제약(주),649806790,내복약품 급여,정신신경용제,전문,가능,105502ATB,약품기본정보.pdf,2026-06-26
10,17,명문알프라졸람정0.5밀리그램_(0.5명문제약(주),,649806800,내복약품 급여,정신신경용제,전문,가능,105505ATB,약품기본정보.pdf,2026-06-26
10,18,명문염산부프레노르핀주사,명문제약(주),649801300,주사약품비급여,진통， 소,전문,,120202BIJ,약품기본정보.pdf,2026-06-26
10,19,명문염산부프레노르핀주사,명문제약,G03700101,주사약품 삭제,진통， 소,전문,,120202BIJ,약품기본정보.pdf,2026-06-26
10,20,명문염산부프레노르핀주사324MCG,명문제약,G15100081,주사약품 삭제,진통， 소,전문,,B0030301,약품기본정보.pdf,2026-06-26
10,21,명문펜타조신정25밀리그람,명문제약(주),649801510,내복약품비급여,진통， 소,전문,,210501ATB,약품기본정보.pdf,2026-06-26
10,22,명문펜타조신정25mg,명문제약,G03700031,내복약품비급여,진통， 소,전문,,210501ATB,약품기본정보.pdf,2026-06-26
